FISCAL_YR,FISCAL_MTH,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESC,TRANS_DT,AMT,DayOfWeek,isWeekday
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,DOUBLETREE_HOTELS_WASHING,LODGING,2016-06-03 00:00:00,-5.5,Friday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,HYATT_REGENCY_NW_ORLE_F/B,EATING_PLACES_RESTAURANTS,2016-06-26 00:00:00,18.31,Sunday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,HYATT_REGENCY_NW_ORLE_F/B,EATING_PLACES_RESTAURANTS,2016-06-26 00:00:00,21.61,Sunday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,HYATT_REGENCY_NW_ORLE_F/B,EATING_PLACES_RESTAURANTS,2016-06-26 00:00:00,22.39,Sunday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,HYATT_REGENCY_NW_ORLE_F/B,EATING_PLACES_RESTAURANTS,2016-06-26 00:00:00,5.44,Sunday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,SHERATON_DOLPHIN_DINING,EATING_PLACES_RESTAURANTS,2016-06-26 00:00:00,17.17,Sunday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,TAPAS_ON_MAIN,EATING_PLACES_RESTAURANTS,2016-06-26 00:00:00,32.67,Sunday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,TAPAS_ON_MAIN,EATING_PLACES_RESTAURANTS,2016-06-26 00:00:00,32.89,Sunday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,USAIRWAYS_0372363267867,AIRLINE,2016-06-26 00:00:00,25.0,Sunday,0
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,MTC_INC,EATING_PLACES_RESTAURANTS,2016-06-27 00:00:00,12.33,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,AMAZON.COM,BOOK_STORES,2016-06-27 00:00:00,179.0,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,AMAZON.COM,BOOK_STORES,2016-06-27 00:00:00,179.0,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,BOS_TAXI_1632,TRAVEL,2016-06-27 00:00:00,30.3,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,BRENNAN'S_OFFICE_INTER,OFFICE_AND_COMMERCIAL_FURNITURE,2016-06-27 00:00:00,240.0,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,C6_STARBUCKS_B21631510,FAST_FOOD_RESTAURANTS,2016-06-27 00:00:00,10.21,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,CAFE_BEIGNET_I,EATING_PLACES_RESTAURANTS,2016-06-27 00:00:00,7.99,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,GLOBE,EATING_PLACES_RESTAURANTS,2016-06-27 00:00:00,12.0,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,HISTORIC_HOTEL_BETHLEH,LODGING,2016-06-27 00:00:00,35.0,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,HISTORIC_HOTEL_BETHLEH,LODGING,2016-06-27 00:00:00,696.6,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,HISTORIC_HOTEL_BETHLEH,LODGING,2016-06-27 00:00:00,698.7,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,MAMA_MELROSE'S_RIST,EATING_PLACES_RESTAURANTS,2016-06-27 00:00:00,23.65,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,PMI_BWI_AIRPORT_PARKNG,AUTOMOBILE_PARKING_LOTS_AND_GARAGES,2016-06-27 00:00:00,36.0,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,SHERATON_DOLPHIN_DINING,EATING_PLACES_RESTAURANTS,2016-06-27 00:00:00,15.57,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,STAPLS7120127157000001,STATIONERY-OFFICE_SUPPLIES-PRINTING_WRITING_PAP,2016-06-27 00:00:00,369.92,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,SUBWAY_00334268,FAST_FOOD_RESTAURANTS,2016-06-27 00:00:00,12.02,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,USAIRWAYS_0372363399881,AIRLINE,2016-06-27 00:00:00,25.0,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,VZWRLSS*MY_VZ_VB_P,TELECOM_INCL_PREPAID-RECURRING_PHONE_SVCS,2016-06-27 00:00:00,1035.32,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,WHOLESALE_JANITOR,INDUSTRIAL_SUPPLIES_NOT_ELSEWHERE_CLASSIFIED,2016-06-27 00:00:00,1999.0,Monday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,MARRIOTT_337J4_SAN_RC_F/B,LODGING,2016-06-27 00:00:00,10.28,Monday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,MARRIOTT_337J4_SAN_RC_F/B,LODGING,2016-06-27 00:00:00,20.85,Monday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,SHERATON_DOLPHIN_DINING,EATING_PLACES_RESTAURANTS,2016-06-27 00:00:00,12.88,Monday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,TOWER_AMERICAS_REST,EATING_PLACES_RESTAURANTS,2016-06-27 00:00:00,30.41,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,AMERICAN_AI_0010269330166,AIRLINE,2016-06-28 00:00:00,25.0,Tuesday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,CALIFORNIA_PIZZA_049,EATING_PLACES_RESTAURANTS,2016-06-28 00:00:00,21.88,Tuesday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,CHICK-FIL-A_#00238,FAST_FOOD_RESTAURANTS,2016-06-28 00:00:00,6.79,Tuesday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,COLUMBIA_HARBOR_HOU,FAST_FOOD_RESTAURANTS,2016-06-28 00:00:00,17.23,Tuesday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,HYATT_REGENCY_NEW_ORLEAN,LODGING,2016-06-28 00:00:00,145.28,Tuesday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,HYATT_REGENCY_NEW_ORLEAN,LODGING,2016-06-28 00:00:00,4.36,Tuesday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,HYATT_REGENCY_NEW_ORLEAN,LODGING,2016-06-28 00:00:00,466.86,Tuesday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,HYATT_REGENCY_NEW_ORLEAN,LODGING,2016-06-28 00:00:00,510.9,Tuesday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,HYATT_REGENCY_NEW_ORLEAN,LODGING,2016-06-28 00:00:00,9.95,Tuesday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,MAX_LAGERS,EATING_PLACES_RESTAURANTS,2016-06-28 00:00:00,12.8,Tuesday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,SHERATON_DOLPHIN_DINING,EATING_PLACES_RESTAURANTS,2016-06-28 00:00:00,21.1,Tuesday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,AMERICAN_AI_0010652996201,AIRLINE,2016-06-28 00:00:00,75.0,Tuesday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,ESPN_SPORTS_CLUB,EATING_PLACES_RESTAURANTS,2016-06-28 00:00:00,19.58,Tuesday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,MARRIOTT_337J4_SAN_RC_F/B,LODGING,2016-06-28 00:00:00,4.87,Tuesday,1
2017,1,DEPT_OF_EDUCATION,SPECIAL_NEEDS_PROGRAMS,GUAVA_AND_JAVA,FAST_FOOD_RESTAURANTS,2016-06-28 00:00:00,5.3,Tuesday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,DURANGOS_STEAKHOUSE,EATING_PLACES_RESTAURANTS,2016-06-29 00:00:00,42.0,Wednesday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,LEGAL_SEA_FOODS_#016,EATING_PLACES_RESTAURANTS,2016-06-29 00:00:00,32.76,Wednesday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,LEGAL_SEA_FOODS_#016,EATING_PLACES_RESTAURANTS,2016-06-29 00:00:00,34.0,Wednesday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,MARRIOTT_33787_COPLEY_F_AND_B,LODGING,2016-06-29 00:00:00,7.43,Wednesday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,RAGLAN_ROAD,EATING_PLACES_RESTAURANTS,2016-06-29 00:00:00,39.02,Wednesday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,RPS_SALISBURY,AUTOMOBILE_PARKING_LOTS_AND_GARAGES,2016-06-29 00:00:00,80.0,Wednesday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,SHERATON_DOLPHIN_DINING,EATING_PLACES_RESTAURANTS,2016-06-29 00:00:00,10.29,Wednesday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,UPS*000021X956,FREIGHT_CARRIER_TRUCKING-LCL-LNG_DIST_MVG-STORAGE,2016-06-29 00:00:00,6.08,Wednesday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,UPS*000021X956,FREIGHT_CARRIER_TRUCKING-LCL-LNG_DIST_MVG-STORAGE,2016-06-29 00:00:00,7.75,Wednesday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,AMERICAN_AI_0010269385701,AIRLINE,2016-06-29 00:00:00,25.0,Wednesday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,BURRITO_BEACH_#7,EATING_PLACES_RESTAURANTS,2016-06-29 00:00:00,7.94,Wednesday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,CVS_PHARMACY_#3210_Q03,DRUG_STORES_PHARMACIES,2016-06-29 00:00:00,3.34,Wednesday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,LUXOR_BACKSTAGE_DELI,EATING_PLACES_RESTAURANTS,2016-06-29 00:00:00,16.2,Wednesday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,LUXOR_HOTEL/CASINO,LODGING,2016-06-29 00:00:00,165.76,Wednesday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,MARRIOTT_337J4_SAN_RC_F/B,LODGING,2016-06-29 00:00:00,4.87,Wednesday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,WESTIN_SWAN_DINING,EATING_PLACES_RESTAURANTS,2016-06-29 00:00:00,7.99,Wednesday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,WESTIN_SWAN_DINING,EATING_PLACES_RESTAURANTS,2016-06-29 00:00:00,8.52,Wednesday,1
2017,1,DEPT_OF_EDUCATION,SPECIAL_NEEDS_PROGRAMS,CAPITAL_GRILLE00080366,EATING_PLACES_RESTAURANTS,2016-06-29 00:00:00,78.15,Wednesday,1
2017,1,DEPT_OF_EDUCATION,SPECIAL_NEEDS_PROGRAMS,HYATT_HOTELS_O'HARE_F_AND_B,EATING_PLACES_RESTAURANTS,2016-06-29 00:00:00,19.54,Wednesday,1
2017,1,DEPT_OF_EDUCATION,SPECIAL_NEEDS_PROGRAMS,HYATT_HOTELS_O'HARE_F_AND_B,EATING_PLACES_RESTAURANTS,2016-06-29 00:00:00,7.28,Wednesday,1
2017,1,DEPT_OF_EDUCATION,SPECIAL_NEEDS_PROGRAMS,CEA,ORGANIZATIONS_MEMBERSHIP-NOT_ELSEWHERE_CLASSIFIED,2016-06-30 00:00:00,325.0,Thursday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,2GRGA_WRLD_CGR12924304,FAST_FOOD_RESTAURANTS,2016-06-30 00:00:00,11.5,Thursday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,ARAMARK_TURNER_FIELD,FAST_FOOD_RESTAURANTS,2016-06-30 00:00:00,24.5,Thursday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,DUNKIN_#300417_Q35,FAST_FOOD_RESTAURANTS,2016-06-30 00:00:00,7.71,Thursday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,FOGO_DE_CHAO_BOSTON,EATING_PLACES_RESTAURANTS,2016-06-30 00:00:00,50.0,Thursday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,FRESH_ATTRACTI10154607,FAST_FOOD_RESTAURANTS,2016-06-30 00:00:00,12.85,Thursday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,MARRIOTT_33787_COPLEY_F_AND_B,LODGING,2016-06-30 00:00:00,6.9,Thursday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,MARRIOTT_33790_ATL_MRQ_FB,LODGING,2016-06-30 00:00:00,6.48,Thursday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,NASP_-_PO_BOX,ORGANIZATIONS_MEMBERSHIP-NOT_ELSEWHERE_CLASSIFIED,2016-06-30 00:00:00,199.0,Thursday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,SHERATON_DOLPHIN_DINING,EATING_PLACES_RESTAURANTS,2016-06-30 00:00:00,21.07,Thursday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,SHERATON_DOLPHIN_DINING,EATING_PLACES_RESTAURANTS,2016-06-30 00:00:00,6.97,Thursday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,SOUTHWES_5262427465337,AIRLINE,2016-06-30 00:00:00,418.0,Thursday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,WESTIN_SWAN,LODGING,2016-06-30 00:00:00,1006.9,Thursday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,WESTIN_SWAN,LODGING,2016-06-30 00:00:00,7.99,Thursday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,AUNTIE_ANNE'S,FAST_FOOD_RESTAURANTS,2016-06-30 00:00:00,8.1,Thursday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,CONVENTION_CENTER_STORE,MISCELLANEOUS_AND_SPECIALTY_RETAIL_STORES,2016-06-30 00:00:00,9.87,Thursday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,COSMOPOLITAN_HOLSTEIN'S,EATING_PLACES_RESTAURANTS,2016-06-30 00:00:00,22.63,Thursday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,PHILLY_AIR_AUBONPAIN_2,FAST_FOOD_RESTAURANTS,2016-06-30 00:00:00,10.97,Thursday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,ROSIE'S_ALL-AMERICA,FAST_FOOD_RESTAURANTS,2016-06-30 00:00:00,12.34,Thursday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,SHERATON_DOLPHIN_DINING,EATING_PLACES_RESTAURANTS,2016-06-30 00:00:00,16.79,Thursday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,SHERATON_DOLPHIN_DINING,EATING_PLACES_RESTAURANTS,2016-06-30 00:00:00,8.7,Thursday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,USAIRWAYS_0372363730756,AIRLINE,2016-06-30 00:00:00,25.0,Thursday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,YELLOW_CAB_OF_SAN_ANTO,TRAVEL,2016-06-30 00:00:00,28.36,Thursday,1
2017,1,DEPT_OF_EDUCATION,SPECIAL_NEEDS_PROGRAMS,CEA,ORGANIZATIONS_MEMBERSHIP-NOT_ELSEWHERE_CLASSIFIED,2016-06-30 00:00:00,325.0,Thursday,1
2017,1,DEPT_OF_EDUCATION,SPECIAL_NEEDS_PROGRAMS,HYATT_HOTELS_O'HARE_F_AND_B,EATING_PLACES_RESTAURANTS,2016-06-30 00:00:00,11.0,Thursday,1
2017,1,DEPT_OF_EDUCATION,SPECIAL_NEEDS_PROGRAMS,HYATT_HOTELS_O'HARE_F_AND_B,EATING_PLACES_RESTAURANTS,2016-06-30 00:00:00,4.13,Thursday,1
2017,1,DEPT_OF_EDUCATION,SPECIAL_NEEDS_PROGRAMS,RANDOLPH_TAVERN,EATING_PLACES_RESTAURANTS,2016-06-30 00:00:00,45.68,Thursday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,MARRIOTT_337J4_S_ANTON_RC,LODGING,2016-07-01 00:00:00,1218.9,Friday,1
2017,1,DEPT_OF_EDUCATION,ADVISORY_COUNCIL,OFFICEMAX_CT*IN#854733,OFFICE_SCHOOL_SUPPLY_AND_STATIONERY_STORES,2016-07-01 00:00:00,68.56,Friday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,BAL*TITLEI.ORG,MISCELLANEOUS_GENERAL_MERCHANDISE,2016-07-01 00:00:00,250.0,Friday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,BAL*TITLEI.ORG,MISCELLANEOUS_GENERAL_MERCHANDISE,2016-07-01 00:00:00,482.0,Friday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,MARRIOTT_33790_ATL_MRQ_FB,LODGING,2016-07-01 00:00:00,29.0,Friday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,MARRIOTT_RIVERBEND_GRILL,LODGING,2016-07-01 00:00:00,21.76,Friday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,TRAVEL_TRADERS_0204,GIFT_CARD_NOVELTY_AND_SOUVENIR_SHOPS,2016-07-01 00:00:00,8.44,Friday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,USAIRWAYS_0372363962891,AIRLINE,2016-07-01 00:00:00,25.0,Friday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,XEROX_CORPORATION/RBO,OFFICE_PHOTOGRAPHIC_PHOTOCOPY_MICROFILM_EQUIPMT,2016-07-01 00:00:00,148.36,Friday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,COSMOPOLITAN_BUFFET_WSB,EATING_PLACES_RESTAURANTS,2016-07-01 00:00:00,41.08,Friday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,PARADISO_37,EATING_PLACES_RESTAURANTS,2016-07-01 00:00:00,28.14,Friday,1
2017,1,DEPT_OF_EDUCATION,SPECIAL_NEEDS_PROGRAMS,GIBSONS_ROSEMONT,EATING_PLACES_RESTAURANTS,2016-07-01 00:00:00,59.72,Friday,1
2017,1,DEPT_OF_EDUCATION,SPECIAL_NEEDS_PROGRAMS,HYATT_HOTELS_O'HARE_F_AND_B,EATING_PLACES_RESTAURANTS,2016-07-01 00:00:00,20.33,Friday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,AMAZON.COM,BOOK_STORES,2016-07-02 00:00:00,420.42,Saturday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,AMAZON.COM,BOOK_STORES,2016-07-02 00:00:00,420.42,Saturday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,HILTON_HOTELS_CAPITAL,LODGING,2016-07-02 00:00:00,182.06,Saturday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,HILTON_HOTELS_CAPITAL,LODGING,2016-07-02 00:00:00,47.2,Saturday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,MARRIOTT_33787_COPLEY_F_AND_B,LODGING,2016-07-02 00:00:00,6.9,Saturday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,MARRIOTT_33790_ATL_MARQUI,LODGING,2016-07-02 00:00:00,219.24,Saturday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,MARRIOTT_33790_ATL_MARQUI,LODGING,2016-07-02 00:00:00,876.96,Saturday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,MARRIOTT_33790_ATL_MRQ_FB,LODGING,2016-07-02 00:00:00,22.0,Saturday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,PA_ASSN_FOR_COLLEGE_ADMIS,ORGANIZATIONS_MEMBERSHIP-NOT_ELSEWHERE_CLASSIFIED,2016-07-02 00:00:00,45.0,Saturday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,PAYPAL_*PEACH_FEST,ORGANIZATIONS_CHARITABLE_AND_SOCIAL_SERVICES,2016-07-02 00:00:00,125.0,Saturday,0
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,FOOD_COURT,GIFT_CARD_NOVELTY_AND_SOUVENIR_SHOPS,2016-07-02 00:00:00,13.46,Saturday,0
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,FRONTIER_AI_4222606139383,AIRLINE,2016-07-02 00:00:00,20.0,Saturday,0
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,MB_CITIZENS,EATING_PLACES_RESTAURANTS,2016-07-02 00:00:00,14.06,Saturday,0
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,ROMANO_S_GRILL10158400,EATING_PLACES_RESTAURANTS,2016-07-02 00:00:00,21.1,Saturday,0
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,WESTIN_SWAN,LODGING,2016-07-02 00:00:00,999.04,Saturday,0
2017,1,DEPT_OF_EDUCATION,SPECIAL_NEEDS_PROGRAMS,HYATT_HOTELS_O'HARE,LODGING,2016-07-02 00:00:00,-28.03,Saturday,0
2017,1,DEPT_OF_EDUCATION,SPECIAL_NEEDS_PROGRAMS,HYATT_HOTELS_O'HARE,LODGING,2016-07-02 00:00:00,363.64,Saturday,0
2017,1,DEPT_OF_EDUCATION,SPECIAL_NEEDS_PROGRAMS,OHARE_BAR_AND_GR20258539,EATING_PLACES_RESTAURANTS,2016-07-02 00:00:00,19.56,Saturday,0
2017,1,DEPT_OF_EDUCATION,SPECIAL_NEEDS_PROGRAMS,PPA_PHILADELPHIA_AIRPORT,AUTOMOBILE_PARKING_LOTS_AND_GARAGES,2016-07-02 00:00:00,55.0,Saturday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,BOS_TAXI_0270,TRAVEL,2016-07-03 00:00:00,27.05,Sunday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,DOLRTREE_1563_00015636,VARIETY_STORES,2016-07-03 00:00:00,219.0,Sunday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,GRANARY_TAVERN,EATING_PLACES_RESTAURANTS,2016-07-03 00:00:00,21.99,Sunday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,MARRIOTT_33790_ATL_MARQUI,LODGING,2016-07-03 00:00:00,438.48,Sunday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,MARRIOTT_CHAMPIONS,LODGING,2016-07-03 00:00:00,23.5,Sunday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,PMI_BWI_AIRPORT_PARKNG,AUTOMOBILE_PARKING_LOTS_AND_GARAGES,2016-07-03 00:00:00,54.0,Sunday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,PMI_BWI_AIRPORT_PARKNG,AUTOMOBILE_PARKING_LOTS_AND_GARAGES,2016-07-03 00:00:00,55.0,Sunday,0
2017,1,DEPT_OF_EDUCATION,SPECIAL_NEEDS_PROGRAMS,HYATT_HOTELS_O'HARE,LODGING,2016-07-03 00:00:00,168.37,Sunday,0
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,AMTRAK_.COM_1850653015005,TRAVEL,2016-07-04 00:00:00,185.0,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,AMTRAK_.COM_1850653015013,TRAVEL,2016-07-04 00:00:00,-21.0,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,AMTRAK_.COM_1850710066314,TRAVEL,2016-07-04 00:00:00,83.0,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,AMTRAK_.COM_1850726055780,TRAVEL,2016-07-04 00:00:00,15.0,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,FAMILY_DOLLAR_#1766,VARIETY_STORES,2016-07-04 00:00:00,5.0,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,MARRIOTT_33787_COPLEY_PL,LODGING,2016-07-04 00:00:00,1229.16,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,MARRIOTT_33787_COPLEY_PL,LODGING,2016-07-04 00:00:00,1229.16,Monday,1
2017,1,DEPT_OF_EDUCATION,DEPARTMENT_OF_EDUCATION,MARRIOTT_33787_COPLEY_PL,LODGING,2016-07-04 00:00:00,24.0,Monday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,LAS_VEGAS_SUPERSHUTTLE,TRANSPORTATION_SERVICES_NOT_ELSEWHERE_CLASSIFIED,2016-07-05 00:00:00,-11.8,Tuesday,1
2017,1,DEPT_OF_EDUCATION,EDUCATION_BLOCK_GRANTS,LAS_VEGAS_SUPERSHUTTLE,TRANSPORTATION_SERVICES_NOT_ELSEWHERE_CLASSIFIED,2016-07-05 00:00:00,14.8,Tuesday,1
